REGION,PROVINCIA,DISTRITO,PK_LOC,LOCALIDAD,COLEGIOS,CENTROS DE SALUD,COMISARÍAS
LORETO,PUTUMAYO,ROSA PANDURO,LOC007558,NUEVO SAN JUAN,1,0,0
LORETO,PUTUMAYO,ROSA PANDURO,LOC007559,ERE,1,1,0
LORETO,PUTUMAYO,ROSA PANDURO,LOC007560,SAN FRANCISCO DE ERE,1,0,0
LORETO,PUTUMAYO,ROSA PANDURO,LOC007561,PUERTO ALEGRE,1,0,0
LORETO,PUTUMAYO,ROSA PANDURO,LOC007562,PUERTO ARTURO,1,0,1
LORETO,PUTUMAYO,TENIENTE MANUEL CLAVERO,LOC007563,SANTA TERESITA,1,0,0
LORETO,PUTUMAYO,TENIENTE MANUEL CLAVERO,LOC007564,TRES FRONTERAS,1,1,0
LORETO,PUTUMAYO,TENIENTE MANUEL CLAVERO,LOC007565,MASHUNTA,1,0,0
LORETO,PUTUMAYO,TENIENTE MANUEL CLAVERO,LOC007566,NUEVA ANGUSILLA,1,1,0
LORETO,PUTUMAYO,TENIENTE MANUEL CLAVERO,LOC007567,BELLAVISTA,1,1,0
LORETO,PUTUMAYO,TENIENTE MANUEL CLAVERO,LOC007568,NUEVA ESPERANZA,1,1,0
LORETO,PUTUMAYO,TENIENTE MANUEL CLAVERO,LOC007569,SOPLIN VARGAS,1,1,1
LORETO,PUTUMAYO,TENIENTE MANUEL CLAVERO,LOC007570,PUERTO LUPITA,1,0,0
LORETO,PUTUMAYO,TENIENTE MANUEL CLAVERO,LOC007571,PUERTO LIBERTAD,1,0,0
LORETO,PUTUMAYO,TENIENTE MANUEL CLAVERO,LOC007572,PENEITA,1,0,0
LORETO,PUTUMAYO,TENIENTE MANUEL CLAVERO,LOC007573,PUERTO VELIZ,1,0,0
LORETO,LORETO,PARINARI,LOC007574,7 DE JUNIO YURICA,1,0,0
LORETO,PUTUMAYO,TENIENTE MANUEL CLAVERO,LOC007575,SAN VELIT DE YARICAYA,1,0,0
LORETO,PUTUMAYO,TENIENTE MANUEL CLAVERO,LOC007576,SAN MARTIN DE PORRES,1,0,0
LORETO,PUTUMAYO,TENIENTE MANUEL CLAVERO,LOC007577,URCO COCHA (MIRAÑO),1,0,0
LORETO,PUTUMAYO,TENIENTE MANUEL CLAVERO,LOC007578,LAS COLINAS,1,0,0
LORETO,PUTUMAYO,TENIENTE MANUEL CLAVERO,LOC007579,ATALAYA,1,0,0
LORETO,PUTUMAYO,TENIENTE MANUEL CLAVERO,LOC007580,SANTA ROSA DE ESCALANTE,1,0,0
LORETO,PUTUMAYO,TENIENTE MANUEL CLAVERO,LOC007581,SARGENTO TEJADA,1,0,0
LORETO,PUTUMAYO,TENIENTE MANUEL CLAVERO,LOC007582,NUEVO PENEYA,1,0,0
LORETO,MAYNAS,MAZAN,LOC007498,NUEVO ORIENTE,1,0,0
LORETO,PUTUMAYO,TENIENTE MANUEL CLAVERO,LOC007583,PUERTO ARGELIA,1,0,0
LORETO,PUTUMAYO,TENIENTE MANUEL CLAVERO,LOC007584,NUEVA IPIRANGA,1,0,0
LORETO,LORETO,PARINARI,LOC007585,ATENAS,1,0,0
LORETO,PUTUMAYO,TENIENTE MANUEL CLAVERO,LOC007586,NUEVA JERUSALEN,1,0,0
LORETO,PUTUMAYO,TENIENTE MANUEL CLAVERO,LOC007587,NUEVO ESPEJO,1,0,0
LORETO,PUTUMAYO,TENIENTE MANUEL CLAVERO,LOC007588,YABUYANOS,1,0,0
LORETO,PUTUMAYO,YAGUAS,LOC007589,SANTA ROSA DE CAUCHILLO,1,0,0
LORETO,PUTUMAYO,YAGUAS,LOC007590,HUAPAPA,1,1,0
LORETO,PUTUMAYO,YAGUAS,LOC007591,REMANSO,1,1,1
LORETO,PUTUMAYO,YAGUAS,LOC007592,EL ALAMO,2,1,1
LORETO,PUTUMAYO,YAGUAS,LOC007593,SAN MARTIN LIBERTADOR,1,0,0
LORETO,PUTUMAYO,YAGUAS,LOC007594,PUERTO FRANCO,1,1,0
LORETO,PUTUMAYO,YAGUAS,LOC007595,CURINGA,1,0,1
LORETO,LORETO,PARINARI,LOC007596,NUEVA ARICA,1,0,0
LORETO,PUTUMAYO,YAGUAS,LOC007597,TRES ESQUINAS,1,0,0
LORETO,PUTUMAYO,YAGUAS,LOC007598,PRIMAVERA,1,0,0
LORETO,PUTUMAYO,YAGUAS,LOC007599,CORBATA,1,0,0
LORETO,LORETO,PARINARI,LOC007600,MUNDIAL,1,0,0
LORETO,ALTO AMAZONAS,LAGUNAS,LOC007601,PAMPA HERMOSA,1,0,0
LORETO,LORETO,PARINARI,LOC007602,BOLIVAR,1,0,0
LORETO,LORETO,PARINARI,LOC007603,NUEVO SAN JUAN,1,0,0
LORETO,LORETO,PARINARI,LOC007604,SAN MARTIN DEL TIPISHCA,1,0,0
LORETO,LORETO,PARINARI,LOC007605,NUEVA UNION,1,0,0
LORETO,LORETO,PARINARI,LOC007606,SHAPAJILLA,1,0,0
LORETO,LORETO,URARINAS,LOC007607,06 DE MAYO,1,0,0
LORETO,LORETO,URARINAS,LOC007608,NUEVA ELMIRA,1,0,0
LORETO,LORETO,URARINAS,LOC007609,NUEVO PERU,1,0,0
LORETO,ALTO AMAZONAS,LAGUNAS,LOC007610,SAN MANUEL,1,0,0
LORETO,LORETO,URARINAS,LOC007611,SARAMURILLO,1,1,0
LORETO,LORETO,URARINAS,LOC007612,BUENOS AIRES,1,0,0
LORETO,LORETO,URARINAS,LOC007613,18 DE JULIO,1,0,0
LORETO,LORETO,URARINAS,LOC007614,HUALLPA ISLA,1,0,0
LORETO,LORETO,URARINAS,LOC007615,NUEVO SAN JUAN,1,0,0
LORETO,LORETO,URARINAS,LOC007616,VICTORIA,1,0,0
LORETO,LORETO,URARINAS,LOC007617,SAN GABRIEL,1,0,0
LORETO,MAYNAS,BELEN,LOC007618,SANTA ROSA DEL AMAZONAS,1,0,0
LORETO,MAYNAS,BELEN,LOC007619,JUAN VELASCO ALVARADO,1,0,0
LORETO,MAYNAS,BELEN,LOC007620,YANAYACU DE BOMBONAJE,1,1,0
LORETO,ALTO AMAZONAS,LAGUNAS,LOC007621,SANANGUILLO,1,0,0
LORETO,MAYNAS,BELEN,LOC007622,PUERTO ALEGRIA I ZONA,1,0,0
LORETO,MAYNAS,BELEN,LOC007623,SANTA MARTHA,1,0,0
LORETO,MAYNAS,BELEN,LOC007624,DOS DE MAYO,1,0,0
LORETO,MAYNAS,BELEN,LOC007625,GABRIELA NUÑEZ,1,0,0
LORETO,MAYNAS,BELEN,LOC007626,RAFAEL BELAUNDE,1,0,0
LORETO,MAYNAS,BELEN,LOC007627,CAÑAVERAL,1,0,0
LORETO,MAYNAS,BELEN,LOC007628,NUEVA AMAZONIA,1,0,0
LORETO,MAYNAS,BELEN,LOC007629,SAN JUAN DE HUASHALADO,1,0,0
LORETO,MAYNAS,BELEN,LOC007630,GENERAL MERINO,1,0,0
LORETO,ALTO AMAZONAS,LAGUNAS,LOC007631,OCHO DE OCTUBRE,1,0,0
LORETO,MAYNAS,FERNANDO LORES,LOC007632,LORETO (NUEVO LORETO),1,0,0
LORETO,MAYNAS,FERNANDO LORES,LOC007633,NUEVO PROGRESO,1,1,0
LORETO,MAYNAS,FERNANDO LORES,LOC007634,YANAYACU IV ZONA,1,0,0
LORETO,MAYNAS,FERNANDO LORES,LOC007635,NUEVO JERUSALEN,1,0,0
LORETO,MAYNAS,INDIANA,LOC007636,VILLA ESTHER,1,0,0
LORETO,MAYNAS,IQUITOS,LOC007637,LIBERTAD,1,1,0
LORETO,MAYNAS,LAS AMAZONAS,LOC007638,7 DE JULIO,1,0,0
LORETO,ALTO AMAZONAS,LAGUNAS,LOC007639,ESPERANZA,1,0,0
LORETO,MAYNAS,MAZAN,LOC007640,FLOR DE AGOSTO,1,0,0
LORETO,MAYNAS,MAZAN,LOC007641,SAN PEDRO DE CAYA POZA,1,0,0
LORETO,MAYNAS,MAZAN,LOC007642,CORAZON DE JESUS,1,0,0
LORETO,MAYNAS,MAZAN,LOC007643,14 DE JULIO,1,0,0
LORETO,MAYNAS,MAZAN,LOC007644,PINTU LLACTA,1,0,0
LORETO,MAYNAS,MAZAN,LOC007645,ISRAEL,1,0,0
LORETO,MAYNAS,MAZAN,LOC007646,200 MILLAS,1,0,0
LORETO,MAYNAS,MAZAN,LOC007647,22 DE NOVIEMBRE,1,0,0
LORETO,MAYNAS,MAZAN,LOC007648,28 DE OCTUBRE,1,0,0
LORETO,MAYNAS,MAZAN,LOC007649,AUCA COCHA,1,0,0
LORETO,MAYNAS,MAZAN,LOC007650,CENTRO UNIDO,1,0,0
LORETO,MAYNAS,MAZAN,LOC007651,GAMITANA COCHA,1,0,0
LORETO,MAYNAS,MAZAN,LOC007652,VISTO BUENO,1,0,0
LORETO,MAYNAS,MAZAN,LOC007653,LIBERTAD,1,1,0
LORETO,MAYNAS,MAZAN,LOC007654,NUEVO TIWINZA,1,0,0
LORETO,MAYNAS,MAZAN,LOC007655,NUEVO SAN JUAN,1,0,0
LORETO,MAYNAS,MAZAN,LOC007656,ORO BLANCO,1,0,0
LORETO,MAYNAS,MAZAN,LOC007657,COMUNIDAD SUCUSARI,1,0,0
LORETO,MAYNAS,MAZAN,LOC007658,LLACHAPA,1,0,0
LORETO,MAYNAS,MAZAN,LOC007659,SAN JUAN DE LORESTA,1,0,0
LORETO,ALTO AMAZONAS,LAGUNAS,LOC007660,SAN LUIS,1,0,0
LORETO,MAYNAS,MAZAN,LOC007661,YARINA ISLA,1,0,0
LORETO,MAYNAS,MAZAN,LOC007662,HUAMAN URCO,1,1,0
LORETO,MAYNAS,MAZAN,LOC007663,YURAC YACU ALTURA,1,0,0
LORETO,MAYNAS,MAZAN,LOC007664,SAN PEDRO DE MANGUA,2,0,0
LORETO,MAYNAS,MAZAN,LOC007665,NUEVO SAN MARTIN,1,0,0
LORETO,MAYNAS,MAZAN,LOC007666,LAGO YURAC YACU,1,0,0
LORETO,MAYNAS,MAZAN,LOC007667,MIRAFLORES,1,0,0
LORETO,MAYNAS,MAZAN,LOC007668,BELLO HORIZONTE,1,0,0
LORETO,MAYNAS,MAZAN,LOC007669,SAN ANTONIO DE MIRAÑO,1,0,0
LORETO,MAYNAS,MAZAN,LOC007670,SAN ANTONIO DE ZAMBRANO,1,0,0
LORETO,LORETO,NAUTA,LOC007671,SAN JOSE DE SARAPANGA,1,0,0
LORETO,MAYNAS,BELEN,LOC007672,MOHENA CAÑO,1,0,0
LORETO,MAYNAS,FERNANDO LORES,LOC007673,PIHUICHO ISLA,2,0,0
LORETO,MAYNAS,PUNCHANA,LOC007674,SANTO TOMAS,1,0,0
LORETO,MAYNAS,MAZAN,LOC007675,EL SALVADOR,1,0,0
LORETO,MAYNAS,MAZAN,LOC007676,SANTA CRUZ,1,0,0
LORETO,MAYNAS,INDIANA,LOC007677,SINCHICUY,1,1,0
LORETO,MAYNAS,INDIANA,LOC007678,TIMICURO I ZONA,0,0,0
LORETO,MAYNAS,LAS AMAZONAS,LOC007679,ORAN,1,1,0
LORETO,MAYNAS,BELEN,LOC007680,CABO PANTOJA,0,1,0
LORETO,MARISCAL RAMON CASTILLA,RAMON CASTILLA,LOC007681,CABALLOCOCHA,1,1,1
LORETO,MAYNAS,INDIANA,LOC007682,SANTA ROSA (INDIANA),1,0,0
LORETO,MARISCAL RAMON CASTILLA,PEBAS,LOC007683,HUANTA,1,1,0
LORETO,MAYNAS,INDIANA,LOC007684,SAN RAFAEL,1,0,0
LORETO,MAYNAS,INDIANA,LOC007685,YANAYACU TIMICURO,0,1,0
LORETO,MARISCAL RAMON CASTILLA,PEBAS,LOC007686,BUEN JESUS DE PAZ,1,0,0
LORETO,MARISCAL RAMON CASTILLA,RAMON CASTILLA,LOC007687,BELLAVISTA CALLARU,1,1,0
LORETO,MARISCAL RAMON CASTILLA,YAVARI,LOC007688,PUERTO ALEGRIA,1,0,0
LORETO,MAYNAS,MAZAN,LOC007689,ISLA TAMANCO,1,1,0
LORETO,MAYNAS,MAZAN,LOC007690,JUANCHO PLAYA,1,0,0
LORETO,MAYNAS,MAZAN,LOC007691,URCO MIRAÑO,1,0,0
LORETO,MARISCAL RAMON CASTILLA,RAMON CASTILLA,LOC007692,CUSHILLO COCHA,1,1,0
LORETO,MARISCAL RAMON CASTILLA,SAN PABLO,LOC007693,SANTA ELENA DE IMASA,1,1,0
LORETO,MAYNAS,INDIANA,LOC007694,MANITI I - ZONA,1,1,0
LORETO,MARISCAL RAMON CASTILLA,PEBAS,LOC007695,SAN FRANCISCO,1,1,0
LORETO,MAYNAS,MAZAN,LOC007696,BAGAZAN,1,0,0
LORETO,MARISCAL RAMON CASTILLA,PEBAS,LOC007697,TRIUNFO,1,0,0
LORETO,MARISCAL RAMON CASTILLA,SAN PABLO,LOC007698,SAN JUAN DE CAMUCHERO,1,0,0
LORETO,MAYNAS,INDIANA,LOC007699,INDIANA,1,1,1
LORETO,MAYNAS,LAS AMAZONAS,LOC007700,ROCA ETERNA,1,0,0
LORETO,MARISCAL RAMON CASTILLA,SAN PABLO,LOC007701,SAN PABLO DE LORETO,1,1,1
LORETO,MARISCAL RAMON CASTILLA,PEBAS,LOC007702,NUEVO ORIENTE,0,0,0
LORETO,MAYNAS,LAS AMAZONAS,LOC007703,NAZARIA,1,0,0
LORETO,MAYNAS,MAZAN,LOC007704,SANTA ROSA (MAZAN),0,0,0
LORETO,MARISCAL RAMON CASTILLA,SAN PABLO,LOC007705,JESUS DE PRAGA,1,0,0
LORETO,MARISCAL RAMON CASTILLA,PEBAS,LOC007706,PEBAS,1,1,1
LORETO,MARISCAL RAMON CASTILLA,RAMON CASTILLA,LOC007707,SAN PEDRO DE PALO SECO,1,0,0
LORETO,MARISCAL RAMON CASTILLA,SAN PABLO,LOC007708,ALFARO,1,0,0
LORETO,MARISCAL RAMON CASTILLA,SAN PABLO,LOC007709,SAN FELIPE,1,0,0
LORETO,MARISCAL RAMON CASTILLA,YAVARI,LOC007710,"YAHUMA CALLARU
  (2 de Mayo)",1,0,0
LORETO,MAYNAS,INDIANA,LOC007711,MANITI II ZONA,1,0,0
LORETO,MARISCAL RAMON CASTILLA,SAN PABLO,LOC007712,EMILIA BARCIA BONIFATTI,0,0,0
LORETO,MARISCAL RAMON CASTILLA,RAMON CASTILLA,LOC007713,CHIMBOTE,1,1,1
LORETO,MARISCAL RAMON CASTILLA,SAN PABLO,LOC007714,SAN ANTONIO,1,1,0
LORETO,MAYNAS,INDIANA,LOC007715,YANAMONO I ZONA,1,0,0
LORETO,MAYNAS,MAZAN,LOC007716,NUÑEZ COCHA,1,0,0
LORETO,MAYNAS,LAS AMAZONAS,LOC007717,CENTRO POBLADO MENOR DE YANASHI,1,1,0
LORETO,MAYNAS,LAS AMAZONAS,LOC007718,FRANCISCO DE ORELLANA,1,1,1
LORETO,MAYNAS,LAS AMAZONAS,LOC007719,MARUPA,0,1,0
LORETO,MARISCAL RAMON CASTILLA,YAVARI,LOC007720,RONDIÑA II ZONA,1,0,0
LORETO,MAYNAS,INDIANA,LOC007721,LIBERTAD VAINILLA,0,1,0
LORETO,MAYNAS,INDIANA,LOC007722,PUCALLPA,0,0,0
LORETO,MAYNAS,INDIANA,LOC007723,SAN PEDRO DEL MANITI,1,0,0
LORETO,MARISCAL RAMON CASTILLA,SAN PABLO,LOC007724,SANTA RITA,1,0,0
LORETO,MAYNAS,INDIANA,LOC007725,SANTA TERESA,0,0,0
LORETO,MAYNAS,INDIANA,LOC007726,PALMERAS II ZONA,1,0,0
LORETO,MAYNAS,LAS AMAZONAS,LOC007727,SAN ALEJANDRO,0,0,0
LORETO,MAYNAS,INDIANA,LOC007728,RECREO,0,0,0
LORETO,MARISCAL RAMON CASTILLA,PEBAS,LOC007729,COCHIQUINAS (SAN JOSE DE COCHIQUINA),1,1,0
LORETO,MARISCAL RAMON CASTILLA,PEBAS,LOC007730,SANTA ISABEL DE PICHANA,0,0,0
LORETO,MARISCAL RAMON CASTILLA,SAN PABLO,LOC007731,BEIRUTH,1,0,0
LORETO,MARISCAL RAMON CASTILLA,SAN PABLO,LOC007732,SANTO TOMAS,1,0,0
LORETO,MARISCAL RAMON CASTILLA,YAVARI,LOC007733,ALBERTO FUJIMORI,0,0,0
LORETO,MARISCAL RAMON CASTILLA,YAVARI,LOC007734,ISLA SANTA ROSA AMAZONAS,1,1,0
LORETO,MARISCAL RAMON CASTILLA,YAVARI,LOC007735,MARIO RIVERA,0,0,0
LORETO,MAYNAS,INDIANA,LOC007736,RAMON CASTILLA,0,0,0
LORETO,MAYNAS,INDIANA,LOC007737,SANTA ISABEL,0,0,0
LORETO,MAYNAS,INDIANA,LOC007738,VILLA MARIA,1,0,0
LORETO,MAYNAS,MAZAN,LOC007739,MANGUA,1,1,0
LORETO,MAYNAS,MAZAN,LOC007740,MAZAN,1,1,1
LORETO,MAYNAS,INDIANA,LOC007741,TIMICURO GRANDE,1,0,0
LORETO,MAYNAS,INDIANA,LOC007742,MANCO CAPAC,1,0,0
LORETO,MAYNAS,INDIANA,LOC007743,SAN LUIS,0,0,0
LORETO,MAYNAS,LAS AMAZONAS,LOC007744,CANAL PINTO,0,0,0
LORETO,MARISCAL RAMON CASTILLA,PEBAS,LOC007745,ANGAMOS,1,0,0
LORETO,MARISCAL RAMON CASTILLA,PEBAS,LOC007746,BORAS DE PUCAURQUILLO,1,1,0
LORETO,MARISCAL RAMON CASTILLA,PEBAS,LOC007747,NUEVO NAZARETH,1,0,0
LORETO,MARISCAL RAMON CASTILLA,PEBAS,LOC007748,NUEVO PEBAS,0,1,0
LORETO,MARISCAL RAMON CASTILLA,PEBAS,LOC007749,REMANZO,1,0,0
LORETO,MARISCAL RAMON CASTILLA,PEBAS,LOC007750,SANTA AMILIA,1,0,0
LORETO,MARISCAL RAMON CASTILLA,PEBAS,LOC007751,SANTA ROSA PICHANA,1,0,0
LORETO,MARISCAL RAMON CASTILLA,RAMON CASTILLA,LOC007752,BUFEO COCHA,1,0,0
LORETO,MARISCAL RAMON CASTILLA,RAMON CASTILLA,LOC007753,PUERTO ALEGRE,1,0,0
LORETO,MARISCAL RAMON CASTILLA,RAMON CASTILLA,LOC007754,PUERTO BRASIL,1,0,0
LORETO,MARISCAL RAMON CASTILLA,RAMON CASTILLA,LOC007755,SANTA RITA DE MOCHILA,1,0,0
LORETO,MARISCAL RAMON CASTILLA,RAMON CASTILLA,LOC007756,VISTA ALEGRE,1,0,0
LORETO,MARISCAL RAMON CASTILLA,SAN PABLO,LOC007757,MAYORUNA,1,0,0
LORETO,MARISCAL RAMON CASTILLA,SAN PABLO,LOC007758,PROSPERIDAD,1,0,0
LORETO,MARISCAL RAMON CASTILLA,SAN PABLO,LOC007759,SAN ISIDRO,1,0,0
LORETO,MARISCAL RAMON CASTILLA,SAN PABLO,LOC007760,UNIÓN PROGRESISTA,1,0,0
LORETO,MARISCAL RAMON CASTILLA,SAN PABLO,LOC007761,YARINA SANTA CLARA,1,0,0
LORETO,MAYNAS,BELEN,LOC007762,PADRE ISLA I ZONA,1,0,0
LORETO,MAYNAS,LAS AMAZONAS,LOC007763,COLONIA,1,0,0
LORETO,MAYNAS,PUNCHANA,LOC007764,ASTORIA,1,0,0
LORETO,MAYNAS,PUNCHANA,LOC007765,CENTRO ARENAL,1,0,0
LORETO,MAYNAS,PUNCHANA,LOC007766,PICURO YACU,1,1,0
MOQUEGUA,GENERAL SANCHEZ CERRO,CHOJATA,LOC005414,CHOJATA,1,1,1
MOQUEGUA,MARISCAL NIETO,TORATA,LOC005479,YACANGO,0,1,0
MOQUEGUA,MARISCAL NIETO,TORATA,LOC005478,QUELE,1,0,0
MOQUEGUA,MARISCAL NIETO,CARUMAS,LOC005477,TITIRE,1,1,0
MOQUEGUA,MARISCAL NIETO,SAN CRISTOBAL,LOC005476,SAN CRISTOBAL,1,1,0
MOQUEGUA,MARISCAL NIETO,SAN CRISTOBAL,LOC005475,CALACOA,2,1,1
MOQUEGUA,MARISCAL NIETO,CARUMAS,LOC005474,ARUNTAYA,1,0,0
MOQUEGUA,MARISCAL NIETO,SAMEGUA,LOC005473,EL MOLINO,0,1,0
MOQUEGUA,MARISCAL NIETO,SAMEGUA,LOC005472,BUENA VISTA,1,0,0
MOQUEGUA,MARISCAL NIETO,MOQUEGUA,LOC005471,LOS ANGELES,0,1,1
MOQUEGUA,MARISCAL NIETO,MOQUEGUA,LOC005470,LA BODEGUILLA,0,1,0
MOQUEGUA,MARISCAL NIETO,MOQUEGUA,LOC005469,ESTUQUIÑA,1,0,0
MOQUEGUA,MARISCAL NIETO,CUCHUMBAYA,LOC005468,YOJO,1,0,0
MOQUEGUA,MARISCAL NIETO,CUCHUMBAYA,LOC005467,SOQUESANE,1,1,0
MOQUEGUA,MARISCAL NIETO,CUCHUMBAYA,LOC005466,SACUAYA,1,1,0
MOQUEGUA,MARISCAL NIETO,CUCHUMBAYA,LOC005465,QUEBAYA,1,0,0
MOQUEGUA,MARISCAL NIETO,CUCHUMBAYA,LOC005464,CUCHUMBAYA,1,1,0
MOQUEGUA,MARISCAL NIETO,CARUMAS,LOC005463,SOMOA,1,0,0
MOQUEGUA,MARISCAL NIETO,CARUMAS,LOC005462,SOLAJO,1,0,0
MOQUEGUA,MARISCAL NIETO,CARUMAS,LOC005461,SAILAPA,1,0,0
MOQUEGUA,MARISCAL NIETO,CARUMAS,LOC005460,CARUMAS,1,1,1
MOQUEGUA,MARISCAL NIETO,CARUMAS,LOC005459,CAMBRUNE,1,1,0
MOQUEGUA,MARISCAL NIETO,CARUMAS,LOC005458,ATASPAYA,1,0,0
MOQUEGUA,ILO,EL ALGARROBAL,LOC005457,EL ALGARROBAL,1,1,1
MOQUEGUA,GENERAL SANCHEZ CERRO,YUNGA,LOC005456,YUNGA,1,1,0
MOQUEGUA,GENERAL SANCHEZ CERRO,UBINAS,LOC005455,YALAGUA,1,0,0
MOQUEGUA,GENERAL SANCHEZ CERRO,UBINAS,LOC005454,UBINAS,2,1,1
MOQUEGUA,GENERAL SANCHEZ CERRO,UBINAS,LOC005453,TONOHAYA,1,0,0
MOQUEGUA,GENERAL SANCHEZ CERRO,UBINAS,LOC005452,TASSA,1,0,0
MOQUEGUA,GENERAL SANCHEZ CERRO,UBINAS,LOC005451,TAHUACA (SAN MIGUEL NUEVO),1,0,0
MOQUEGUA,GENERAL SANCHEZ CERRO,UBINAS,LOC005450,SAN CRISTOBAL DE TORATA,1,0,0
MOQUEGUA,GENERAL SANCHEZ CERRO,UBINAS,LOC005449,SACOHAYA,1,0,0
MOQUEGUA,GENERAL SANCHEZ CERRO,UBINAS,LOC005448,QUERALA,1,0,0
MOQUEGUA,GENERAL SANCHEZ CERRO,UBINAS,LOC005447,PACHAMAYO,1,0,0
MOQUEGUA,GENERAL SANCHEZ CERRO,UBINAS,LOC005446,ESCACHA,1,0,0
MOQUEGUA,GENERAL SANCHEZ CERRO,UBINAS,LOC005445,ANASCAPA,1,1,0
MOQUEGUA,GENERAL SANCHEZ CERRO,QUINISTAQUILLAS,LOC005444,QUINISTAQUILLAS,2,1,1
MOQUEGUA,GENERAL SANCHEZ CERRO,PUQUINA,LOC005443,TALAMOLLE,1,0,0
MOQUEGUA,GENERAL SANCHEZ CERRO,PUQUINA,LOC005442,SUBIN,1,0,0
MOQUEGUA,GENERAL SANCHEZ CERRO,PUQUINA,LOC005441,SEGUNDIA,1,0,0
MOQUEGUA,GENERAL SANCHEZ CERRO,PUQUINA,LOC005440,SANTA ROSA DE PUCARA,1,1,0
MOQUEGUA,GENERAL SANCHEZ CERRO,PUQUINA,LOC005439,PUQUINA,2,1,1
MOQUEGUA,GENERAL SANCHEZ CERRO,PUQUINA,LOC005438,POCOHUAYO,1,0,0
MOQUEGUA,GENERAL SANCHEZ CERRO,PUQUINA,LOC005437,ORLAQUE,1,0,0
MOQUEGUA,GENERAL SANCHEZ CERRO,PUQUINA,LOC005436,CHUÑUHUAYO,1,0,0
MOQUEGUA,GENERAL SANCHEZ CERRO,PUQUINA,LOC005435,CHILATA,2,1,0
MOQUEGUA,GENERAL SANCHEZ CERRO,PUQUINA,LOC005434,CHACAHUAYO,2,0,0
MOQUEGUA,GENERAL SANCHEZ CERRO,OMATE,LOC005433,SAN JUAN DE DIOS,1,0,0
MOQUEGUA,GENERAL SANCHEZ CERRO,OMATE,LOC005432,SAN FRANCISCO,1,0,0
MOQUEGUA,GENERAL SANCHEZ CERRO,OMATE,LOC005431,QUINISTACAS,1,0,0
MOQUEGUA,GENERAL SANCHEZ CERRO,OMATE,LOC005430,COGRI,1,0,0
MOQUEGUA,GENERAL SANCHEZ CERRO,OMATE,LOC005429,CHALLAHUAYO,1,1,0
MOQUEGUA,GENERAL SANCHEZ CERRO,MATALAQUE,LOC005428,MATALAQUE,1,1,0
MOQUEGUA,GENERAL SANCHEZ CERRO,MATALAQUE,LOC005427,HUATAGUA,0,1,0
MOQUEGUA,GENERAL SANCHEZ CERRO,LLOQUE,LOC005426,LLOQUE,1,1,0
MOQUEGUA,GENERAL SANCHEZ CERRO,LA CAPILLA,LOC005425,LA CAPILLA,1,0,0
MOQUEGUA,GENERAL SANCHEZ CERRO,LA CAPILLA,LOC005424,HEMBRUNA,1,0,0
MOQUEGUA,GENERAL SANCHEZ CERRO,LA CAPILLA,LOC005423,COALAQUE,1,0,0
MOQUEGUA,GENERAL SANCHEZ CERRO,ICHUÑA,LOC005422,SANTA CRUZ DE OYO OYO (SANTA CRUZ),1,1,0
MOQUEGUA,GENERAL SANCHEZ CERRO,ICHUÑA,LOC005421,ICHUÑA,1,1,1
MOQUEGUA,GENERAL SANCHEZ CERRO,COALAQUE,LOC005420,SAN JOSE DE RONJADERO,1,0,0
MOQUEGUA,GENERAL SANCHEZ CERRO,COALAQUE,LOC005419,HUARANGAYO,1,0,0
MOQUEGUA,GENERAL SANCHEZ CERRO,COALAQUE,LOC005418,EL ESTANQUE,1,0,0
MOQUEGUA,GENERAL SANCHEZ CERRO,COALAQUE,LOC005417,COALAQUE,2,1,0
MOQUEGUA,GENERAL SANCHEZ CERRO,CHOJATA,LOC005416,SANTIAGO DE PACHAS,2,1,0
MOQUEGUA,GENERAL SANCHEZ CERRO,CHOJATA,LOC005415,PATA PAMPA,1,0,0
PASCO,PASCO,YANACANCHA,LOC007068,PARIAMARCA,2,1,0
PASCO,PASCO,YANACANCHA,LOC007067,LA QUINUA,0,2,1
PASCO,PASCO,YANACANCHA,LOC007066,CHICRIN,0,0,1
PASCO,PASCO,YANACANCHA,LOC007065,CAJAMARQUILLA,0,1,0
PASCO,PASCO,YANACANCHA,LOC007064,SAN ISIDRO DE YANAPAMPA,1,1,0
PASCO,PASCO,VICCO,LOC007063,SHELBY,0,1,0
PASCO,PASCO,YANACANCHA,LOC007069,SAN RAMON DE YANAPAMPA,1,0,0
PASCO,PASCO,TINYAHUARCO,LOC007061,VILLA DE PASCO,1,1,0
PASCO,PASCO,TINYAHUARCO,LOC007060,HUARAUCACA,1,1,0
PASCO,PASCO,TINYAHUARCO,LOC007059,COLQUIJIRCA,1,1,0
PASCO,PASCO,TICLACAYAN,LOC007058,RACRAY TINGO,1,1,0
PASCO,PASCO,TICLACAYAN,LOC007057,PUCURHUAY,2,1,0
PASCO,PASCO,TICLACAYAN,LOC007056,HUAMANMARCA,1,0,0
PASCO,PASCO,TICLACAYAN,LOC007055,TICLACAYAN,1,1,1
PASCO,PASCO,SIMON BOLIVAR,LOC007054,TUNACANCHA,1,1,0
PASCO,PASCO,SIMON BOLIVAR,LOC007053,YURAJHUANCA,2,1,0
PASCO,PASCO,SIMON BOLIVAR,LOC007052,SAN PEDRO DE RACO,2,1,0
